NumeroLinha;Linha;Nome
1683;330-05;R. FLOR PITANGUEIRA/ MINEIRÃO
2436;626-08;ESTAÇÃO VENDA NOVA/ ESPLENDOR - VIA NOVA AMERICA
2335;302-06;ESTAÇÃO DIAMANTE / VILA PINHO
3419;3501A-07;JARDIM ALVORADA/SAO MARCOS
4635;4003;ESTAÇÃO BARREIRO SAÍDA / ACESSO SHOPPING
2235;2214-05;FLORAMAR - RETORNO EXPRESSO
40;1148B-02;BONSUCESSO VIA MILIONARIOS
211;30-07;ESTACAO DIAMANTE/CENTRO
547;633;ESTAÇÃO VILARINHO / JARDIM DOS COMERCIARIOS
999;9201-04;BALEIA/NOVA GRANADA
1127;E052;SERVIÇO ESPECIAL PAMPULHA TRANSPORTES
1924;2224C-04;JARDIM DOS COMERCIARIOS C
2695;329-02;VIA TERESA CRISTINA
3357;1509-07;CALIFORNIA/TUPI
3495;4001-08;LINHA DE BLOQUEIO BARREIRO DOMINGO
4023;6350-01;EST.VILAR./EST.BARREIRO-VIA ANEL
3676;81;ESTAÇÃO SÃO GABRIEL / HOSPITAIS VIA FLORESTA
5290;2031;VISTA ALEGRE/CENTRO
5291;2031-01;VISTA ALEGRE/CENTRO
5292;2032;MADRE GERTRUDES/CENTRO
5293;2032-01;MADRE GERTRUDES/CENTRO
5294;4036;CALIFÓRNIA/CENTRO
5295;4036-01;CALIFÓRNIA/CENTRO
5296;405;CALIFÓRNIA/ESTAÇÃO GAMELEIRA
5297;405-01;CALIFÓRNIA/ESTAÇÃO GAMELEIRA
5317;9414-04;STA.INÊS/ J.PINHEIRO-ATEND. RUA QUINZE (MARILAC) 
5324;CM04;ESTAÇÃO DE TRANSF. UNIÃO
5327;CM02;ESTAÇÃO DE TRANSF. MINAS SHOPPING
5328;CM02-01;ESTAÇÃO DE TRANSF. MINAS SHOPPING
5356;83D-10;LINHA TESTE MOVE
5396;83P;EST.S.GABRIEL/CENTRO-PARADORA
5397;83P-01;EST.S.GABRIEL/CENTRO-PARADORA
5416;3001;LINHAS BLOQUEIO SÃO GABRIEL
5418;3002-01;LINHA BLOQUEIO MOVE SÃO GABRIEL (TARIFA A)
5419;3001-01;LINHA BLOQUEIO SÃO GABRIEL
5420;3002;LINHA BLOQUEIO MOVE SÃO GABRIEL (TARIFA A)
5456;83D-02;EST.SÃO GABRIEL/CENTRO-DIRETA - PART. AV S. DUMONT
5482;50;EST. PAMPULHA/CENTRO-DIRETA
5483;50-10;LINHA TESTE MOVE - ANTONIO CARLOS
5674;5550;EST. PAMPULHA / EST.SÃO JOSÉ
5732;712-04;RETORNO EXPRESSO - TARDE
32;1145;BAIRRO DAS INDUSTRIAS/CENTRO VIA AV. AMAZONAS
83;202;ESTACAO VILA OESTE/VISTA ALEGRE/NOVA CINTRA
119;2208B-04;JARDIM EUROPA
206;30-01;EST. DIAMANTE/CENTRO-DIRETA
247;3052-04;VIA PARQUE DAS MANGABEIRAS
303;3501B-01;OURO PRETO/IPE VIA JARDIM MONTANHES
378;4802A-03;NOTURNO
445;5520A;SAO TOMAZ
503;62-02;ESTACAO VENDA NOVA/SAVASSI VIA HOSPITAIS
555;701-01;GUARANI/ESTACAO MINAS SHOPPING
608;8501-01;MARIA GORETTI/ENGENHO NOGUEIRA VIA OURO PRETO
667;9404-01;SAO LUCAS/NOVA ESPERANCA
724;SC04A;SANTA CASA/SAVASSI/RODOVIARIA A
773;9030-02;NOTURNO
843;711;ESTACAO SAO GABRIEL/SOLIMOES
899;33-01;EST.BARREIRO/CENTRO- PARADORA
995;32-05;ESTAÇÃO BARREIRO / CENTRO- TAMOIOS
120;2210A;RIO BRANCO
428;5507C;JARDIM GUANABARA C
532;627-01;MANTIQUEIRA/ESTACAO VENDA NOVA
702;9803;TAQUARIL/PALMARES
900;33-02;ESTAÇÃO BARREIRO/ CENTRO- HOSPITAIS
1083;E076;SERVIÇO ESPECIAL SERRA VERDE
1147;E073;SERVIÇO ESPECIAL VIAÇÃO SÃO GERALDO
1189;309-03;BAIRRO PETROPOLIS
1222;1001-04;LINHA DE BLOQUEIO ESTAÇÃO DIAMANTE
1289;5018-01;LINHA UFL - ESTAÇÃO FLORAMAR
1362;S60-02; ATENDIMENTO AO BAIRRO LETÍCIA
1409;6009-01;LINHA TOTEM METRÔ ESTAÇÃO SANTA EFIGÊNIA
3437;4802A-08; INVERSÃO DE PC - BAIRRO PINDORAMA
3974;305-04;EST.DIAMANTE/ AV. SOLF. RICCI
2294;3302D-02;CÉU ANIL RG ÁREA CENTRAL
3454;SC04B-02;TERMINAL BERNARDO MONTEIRO / HOSPITAIS
381;5030;UFMG/CENTRO
5731;712-03;RETORNO EXPRESSO - MANHÃ
2782;2215C-04;KATIA - CENTRO
3678;8550;EST.SÃO GABRIEL/ZOO-VIA EST.PAMP.
3739;65;EST.VILARINHO/CENTRO VIA PEDRO I- DIRETA
4179;642;EST.V.NOVA/EST.VILAR./CID.ADM.
1686;331-03;VIA PUC BARREIRO
2237;2214-07;FLORAMAR -  CENTRO VIA AV PORTUGAL
1288;5018;LINHA UFL - ESTAÇÃO FLORAMAR
157;2215A-02;CEU AZUL A
497;61-03;ESTACAO VENDA NOVA/CENTRO-DIRETA
810;707-01;EST.SAO GABRIEL/JD GUANABARA
1090;E006;SERVIÇO ESPECIAL COLETIVOS SÃO LUCAS
1632;810;EST. SÃO GABRIEL/PARQUE BELMONTE -VIA DOM SILVÉRIO
1907;635-01;JARDIM COMERCIÁRIOS / ESTAÇÃO VENDA NOVA
2857;4110-04;DOM CABRAL/FAC. MILTON CAMPOS - RG ÁREA CENTRAL
3998;342;ESTAÇÃO BARREIRO / SOLAR VIA ESTAÇÃO  DIAMANTE  
4255;5506B-03;CENTRO / RIBEIRO DE ABREU
1165;E098-01;SERVIÇO ESPECIAL COLETUR
190;2234A;JAQUELINE A
4976;5506A-02;RIBEIRO DE ABREU - RET. EXPRESSO (PORTAS FECHADAS)
5605;619-01;SANTA MÔNICA/ESTAÇÃO PAMPULHA VIA SANTA BRANCA
5631;2035;BAIRRO DAS INDÚSTRIAS / CENTRO
5956;3051-03;RETORNO EXPRESSO
5957;4405-06;ATENDIMENTO NOTURNO
1073;4034-05;NOVO DOM BOSCO/SAVASSI VIA PADRE EUSTAQUIO
6016;3053-02;ATENDIMENTO A VIA EXPRESSA 
6038;825;ESTAÇÃO SÃO GABRIEL/VITÓRIA II
6039;825-01;ESTAÇÃO SÃO GABRIEL/VITÓRIA II
6058;5106-06;ESTAÇÃO UFMG/SAVASSI
6078;330-08;R. F. PITANGUEIRA/RET.EXPRESSO
6098;9411-03;PARTIDA E.E. WALT DISNEY
6099;9550-03;PARTIDA E.E. WALT DISNEY
6121;1050;CIRCULAR CENTRO NOTURNO NOS MUSEUS
6122;1050-01;CIRCULAR CENTRO NOTURNO NOS MUSEUS
6123;5050;CIRCULAR PAMPULHA NOTURNO NOS MUSEUS
6125;5050-01;CIRCULAR PAMPULHA NOTURNO NOS MUSEUS
6198;1502-03;ATENDIMENTO CARNAVAL
6199;1505-08;ATENDIMENTO CARNAVAL
6200;1509-08;ATENDIMENTO CARNAVAL
6201;1510-04;NOTURNO CARNAVAL
6202;2101-04;ATENDIMENTO CARNAVAL
6207;2102-05;ATENDIMENTO CARNAVAL
6210;2103-05;ATENDIMENTO CARNAVAL
6213;2104-08;ATENDIMENTO CARNAVAL
1364;S61-01;MANTIQUEIRA/ESTAÇÃO VILARINHO
6559;82-02;DIRETA
6578;50-02;DIRETA AV. PARANA
6579;50-03;DIRETA AV. SANTOS DUMONT
193;2234A-04;JAQUELINE A
554;701;GUARANI/ESTACAO MINAS SHOPPING
761;5502B-01;CAPITAO EDUARDO
890;4801A-02;VIA R. ARACI - NOVO GLORIA
1183;E108;SERVIÇO ESPECIAL SÃO DIMAS
1306;2214-03;FLORAMAR
5635;5401-06;NOTURNO
2496;822-02;VIA AV. MAGENTA
226;302-03;VILA PINHO/NOVO SANTA CECILIA
39;1148B-01;BONSUCESSO VIA MILIONARIOS
885;8350-05;ESTAÇÃO SÃO GABRIEL/ ESTAÇÃO BARREIRO
6818;619-04;SANTA MÔNICA/ESTAÇÃO PAMPULHA
6819;641-03;PARTIDAS DA ESTAÇÃO VILARINHO
6820;641-04;SERRA VERDE / ESTAÇÃO VILARINHO
6821;645-02;PARTIDAS DA ESTAÇÃO PAMPULHA
6838;642-04;PARTIDAS DA ESTAÇÃO VENDA NOVA
6839;717-04;CAMPO ALEGRE / ESTAÇÃO PAMPULHA 
6840;717-05;PARTIDAS DA ESTAÇÃO PAMPULHA
6846;642-05;RETORNO SERRA VERDE
6858;616-04;CÉU AZUL/ESTAÇÃO PAMPULHA
6859;620-03;SANTA MÔNICA/EST. PAMPULHA
6860;643-03;COPACABANA/EST. PAMPULHA
6861;607-06;PARTIDAS DA ESTAÇÃO VILARINHO
1622;703;EST.SÃO GABRIEL/GUARANI VIA PRIMEIRO DE MAIO
1623;703-01;EST.SÃO GABRIEL/GUARANI VIA PRIMEIRO DE MAIO
1662;S80-03;JARDIM VITÓRIA/CIDADE INDUSTRIAL
1702;3050-15;PARTIDA HOSPITAIS 
1703;3050-16;RETORNO EXPRESSO
1722;80-03;EST. SÃO GABRIEL/RETORNO TÚNEL LAG.- SETOR LESTE
1723;80-04;ESTAÇÃO SÃO GABRIEL/ ATEND. CENTRO- SETOR LESTE
1762;4032-03;CAICARA /SAVASSI/ RETORNO PCA. DA LIBERDADE
1763;2256A-05;SÃO JOÃO BATISTA A / PART. PÇA PEDRO ALCÂNTARA MOR
1882;6027-02;MANTIQUEIRA / CENTRO VIA C.MACHADO RET. EXPRESSO
2197;635-03;JARDIM COMERCIÁRIOS / ESTAÇÃO VENDA NOVA
2198;636-03;JARDIM EUROPA / ESTAÇÃO VENDA NOVA
2575;330-06;EST.BAR/INDEPEND. - EXPRESSO
2576;330-07;INDEPENDENCIA/ESTAÇÃO BARREIRO
2615;9208-04;NOTURNO
2734;5502B-06;CAPITÃO EDUARDO / RETORNO EXPRESSO
2735;5502C-08;RETORNO EXPRESSO
2775;2215D-04;CÉU AZUL D / PARTIDAS DA RUA CAETÉS
2776;2224C-05;JARDIM DOS COMERCIARIOS C - CENTRO   
2777;6027-03;MANTIQUEIRA - CENTRO
2778;2210C-05;PIRATININGA - CENTRO
2779;2212A-06;JARDIM ATLANTICO - PART. AV SINFONIA
2781;2215B-08;CÉU AZUL B - CENTRO
3294;1510-03;MADRE GERTRUDES/PROVIDENCIA
3296;5401-04;SAO LUIZ/DOM CABRAL
3297;8405-02;PALMARES/BELA VISTA
3298;8501-02;MARIA GORETTI/ENGENHO NOGUEIRA VIA OURO PRETO
3399;9805-03;SANTA EFIGÊNIA / RENASCENÇA
3402;1207A-04;BETANIA/SANTA MONICA
3404;1207A-05;BETANIA/SANTA MONICA- NOTURNO
3407;1207B-08;CONJUNTO BETANIA/SANTA MONICA
3410;1207C-03;BAIRRO DAS INDUSTRIAS - 4A SECAO/SANTA MONICA
3415;1404A-10;PALMEIRAS / ALÍPIO DE MELO 
3416;1404A-11;ALÍPIO DE MELO /  CENTRO
3418;2402A-03;SAO BERNARDO/NOSSA SENHORA DA GLORIA A
3420;3501A-08;JARDIM ALVORADA/SAO MARCOS- ATEND. COND.FAZ. SERRA
3474;9201-06;BALEIA/NOVA GRANADA AT. UNIDADE ANTONIO MOURAO
3575;9201-07;BALEIA/NOVA GRANADA DESVIO FEIRA AV. SILVA LOBO
3634;9999;LINHA ESPECIAL USO INTERNO CONCESSIONÁRIAS
3635;9999-01;LINHA ESPECIAL USO INTERNO CONCESSIONÁRIAS
3636;9999-02;LINHA ESPECIAL USO INTERNO CONCESSIONÁRIAS
3637;9999-03;LINHA ESPECIAL USO INTERNO CONCESSIONÁRIAS
3674;709;ESTAÇÃO SÃO GABRIEL/TUPI
3675;709-01;EST. SÃO GABRIEL/TUPI
3677;81-01;ESTAÇÃO SÃO GABRIEL / HOSPITAIS VIA FLORESTA
3680;710;ESTAÇÃO SÃO GABRIEL/PROVIDÊNCIA
3681;710-01;EST. SÃO GABRIEL/PROVIDENCIA
3682;732;ESTAÇÃO SÃO GABRIEL/TUPI-FELICIDADE
3683;732-01;EST. SÃO GABRIEL/TUPI-FELICIDADE
3684;733;JARDIM GUANABARA / ESTAÇÃO SÃO GBRIEL
3686;734;ESTAÇÃO SÃO GABRIEL/ AARÃO REIS VIA MINASLÂNDIA
3688;812;ESTAÇÃO SÃO GABRIEL / SÃO GABRIEL
3689;812-01;EST. SÃO GABRIEL / SÃO GABRIEL A
3690;836;ESTAÇÃO SÃO GABRIEL / RIBEIRO DE ABREU
3691;836-01;EST.S.GABRIEL/RIBEIRO DE ABREU B
3692;837;ESTAÇÃO SÃO GABRIEL / CONJ. RIBEIRO DE ABREU
3693;837-01;EST.S. GABRIEL/CONJ. R. DE ABREU
3694;832;ESTAÇÃO SÃO GABRIEL / CAPITÃO EDUARDO
3695;832-01;EST. SÃO GABRIEL/CAP. EDUARDO
3696;832-02;RUA DAS MANGUEIRAS - MANHÃ
3697;832-03;RUA DAS MANGUEIRAS - TARDE
3700;507-01;OURO PRETO / SHOP. DEL REY
3701;533;CASTELO / SHOPPING DEL REY
3702;533-01;CASTELO/SHOP.DEL REY
3703;535;XANGRILÁ VIA ITAMARATI / SHOPPING DEL REY
3704;535-01;XANGRILÁ VIA ITAMARATI / SHOPPING DEL REY
3705;639;BRAUNAS / SHOPPING DEL REY
3706;639-01;BRAUNAS / SHOPPING DEL REY
3734;9405-04;DESVIO DA RUA FRANCISCO BICALHO
3735;35-02;PARADORA-VIA SINF. BROCHADO
3736;607-05;ESTAÇÃO VILARINHO / ESPLENDOR
3738;637-06;ESTAÇÃO VILARINHO / SERRA VERDE
3740;65-01;EST.VILARINHO/CENTRO VIA PEDRO I- DIRETA
3741;60-04;VENDA NOVA/CENTRO - VIA ESTAÇÃO VILARINHO
3742;635-04;ESTAÇÃO VILARINHO / JARDIM COMERCIÁRIOS C
3743;636-04;ESTAÇÃO VENDA NOVA / JARDIM EUROPA
3744;738;ESTAÇÃO VILARINHO /  ZILAH SPÓSITO
3745;738-01;ESTAÇÃO VILARINHO/ ZILAH SPÓSITO
3747;739-01;EST.VILAR/JAQ. 2ª SEÇ-FREI LEOPOLDO
3748;638;ESTAÇÃO VILARINHO / MINASCAIXA
3749;638-01;EST. VILARINHO / MINASCAIXA
3750;741;ESTAÇÃO VILARINHO / PLANALTO
3751;741-01;ESTAÇÃO VILARINHO / PLANALTO
3752;735;ESTAÇÃO VILARINHO /  JULIANA   A
3753;735-01;EST. VILARINHO /  JULIANA   A
3755;736-01;EST. VILARINHO / JULIANA  B
3756;737;EST.VILARINHO/JAQUELINE
3757;737-01;EST.VILARINHO/JAQUELINE
3774;64-09;VIA EST. VILARINHO
3775;64-10;ZOOLÓGICO
3895;641;ESTAÇÃO VILARINHO /  SERRA VERDE
3896;641-01;EST. VILARINHO / SERRA VERDE
4074;3050-17;RETORNO SAVASSI TARDE
4174;65-02;ESTAÇÃO VILARINHO / PRAÇA DA ESTAÇÃO
4175;65-03;ATENDENDIMENTO  CIDADE ADMINITRATIVA - PICO MANHÃ
4176;65-04;ATENDIMENTO CIDADE ADMINISTRATIVA - PICO TARDE
4178;8650-01;ESTAÇÃO SÃO GABRIEL / CIDADE ADMINISTRATIVA
4194;642-02;EST.VENDA NOVA / EST.VILARINHO
4274;64-11;ESTAÇÃO VENDA NOVA / AV OLEGÁRIO MACIEL
4275;64-12;AV AUGUSTO DE LINHA / ESTAÇÃO VENDA NOVA
4276;2256A-08;SÃO JOÃO BATISTA / AV ALFREDO BALENA - HOSPITAIS
4277;2256A-09;RUA GOIÁS / SÃO JOÃO BATISTA
4294;62-10;ESTAÇÃO VENDA NOVA / RUA PROFESSOR MORAES
4295;2207-09;SERRA VERDE / AV SANTOS DUMONT
1269;5009-01;LINHA USE - ESTAÇÃO SANTA EFIGÊNIA
1642;821;GOIANIA/METRO JOSE CANDIDO
1684;61-05;ATENDIMENTO À ESTACAO SÃO GABRIEL - PARADORA
1685;61-06;ESTACAO VENDA NOVA/CENTRO-DIRETA/NOT.SÃO GABRIEL
1742;33-06;DIRETA - RETORNO NA RUA DA BAHIA
1902;2208B-07;JARDIM EUROPA - VIA AV ANTÔNIO CARLOS
1903;2208B-08;JARDIM EUROPA VIA AV CRISTIANO MACHADO
1917;626-06;EST.V.NOVA/ESPLENDOR-N. AMERICA
1920;635-02;EST.VILAR./J. DOS COMERCIÁRIOS C
1921;636-02;EST. VILARINHO / JARDIM EUROPA 
1936;2234A-07;JAQUELINE A / AT. RESID. JAQUELINE 2 SEÇÃO
1937;5502B-03;ATENDIMENTO RUA DAS MANGUEIRAS (MANHÂ)
1939;5502B-05;CAPITÃO EDUARDO / ATEND. SESC
1994;637-03;ESTAÇÃO VILARINHO / SERRA VERDE - PICO TARDE
1995;8401-03;CACHOEIRINHA/SAO JOSE-ATEND. RUA CORONEL ALVES
2154;201-03;VIA VILA MONTE SÃO JOSÉ
2176;2212A-04;JARDIM ATLANTICO / CENTRO
2177;2212A-05;JARDIM ATLANTICO / PARTIDAS RUA DOS CAETÉS
2178;2212B-04;JARDIM LEBLOM /  CENTRO
2179;2212B-05;JARDIM LEBLOM /  PARTIDAS RUA DOS CAETÉS
2180;2215A-10;CÉU AZUL A  /  CENTRO
2182;3302A-05;NOVA PAMPULHA VIA ITAMARATI / RG ÁREA CENTRAL
2183;3302A-06;NOVA PAMPULHA VIA ITAMARATI / CT ÁREA CENTRAL
2185;336;HOSP.EDU.MENEZES/VILA BERNADETE
2194;822;SANTA INES/VILA MARIA VIA METRO JOSE CANDIDO
2195;822-01;SANTA INES/VILA MARIA VIA METRO JOSE CANDIDO
2196;5502C-05;POUSADA SANTO ANTONIO
2215;8207-04;MARIA GORETTI / ESTRELA DALVA
2236;2214-06;FLORAMAR -  CENTRO VIA AV CRIST. GUIMARÃES
2239;5201-05;PART.RUA CURITIBA/BURITIS 
2240;5201-06;BURITIS - CENTRO
2241;5201-07;DONA CLARA/BURITIS - PART.GARAGEM - RET. EXPRESSO
2254;5517-06;MINAS CAIXA / VIA SERRA VERDE - RETORNO EXPRESSO
2255;5517-07;MINAS CAIXA / VIA S. VERDE PART. AV LEONTINO ALVES
2280;607-04;ESPLENDOR/JAQUELINE - RET. ESTAÇÃO VILARINHO
2474;1404C-03;ESTRELA DO ORIENTE / SÃO LAZARO
2494;5502C-06;ATEND. BAIRRO VITÓRIA - VIA POUSADA (MANHÂ)
2495;5502C-07;ATEND. BAIRRO VITÓRIA - VIA POUSADA (TARDE)
2555;206;CIRCULAR OESTE
2634;3055-04;RETORNO RUA TOME DE SOUZA-TARDE
2635;4111-06;DOM CABRAL/ANCHIETA - RET. RUA MONTES CLAROS
2655;1404B-04;EST. DO ORIENTE/JARDIM INCONF.-ATEND. DOMINGO/FERI
2794;2224C-06;JARDIM  COMERCIARIOS C - PART. RUA RIO DE JANEIRO
2795;2210C-06;PIRATININGA  - PARTIDAS  AV SANTOS DUMONT
2796;5513-05;JULIANA - PARTIDAS AV SANTOS DUMONT
2797;2215B-09;CÉU AZUL B - PART. RUA CAETÉS
2798;2215C-05;KATIA VIA CEU AZUL - PARTIDAS RUA CAETÉS
2816;404-01;JARDIM ALVORADA /  AV.DOM PEDRO II
2894;505;CIRCULAR LAGOA DA PAMPULHA
2895;505-01;CIRCULAR LAGOA DA PAMPULHA
2975;2212C-04;COPACABANA VIA MONTE CARMELO PARTIDA R. EXPEDICION
2976;2212C-05;COPACABANA VIA MONTE CARMELO PARTIDAS R. UNIVERSO
3014;609-02;CID. ADMIN-SENTIDO SERRA VERDE
3015;609-03;CID. ADMIN-SENTIDO STA MONICA
3035;4034-08;NOVO DOM BOSCO/SAVASSI VIA P. E. RET. EXPR. NÃO AT
3074;9502-05;SÃO GERALDO / SÃO FANCISCO -ATEND. DIRETO UFMG
3214;601-02;JULIANA/NOVA YORK - ATENDEMENTO À  ANTENA
3215;601-03;JULIANA/NOVA YORK - NÃO ATEND. EST. VILARINHO     
3216;2224A-09;JARDIM DOS COMERCIARIOS A/ PART. RUA IVAN F. ALVES
69;1505-02;VIA CONJUNTO FELICIDADE
166;2215B-03;CEU AZUL B - HOSPITAIS
196;2256A;SAO JOAO BATISTA A
221;301-01;VIA RUA DA OLARIA
293;3302A-03;VIA HOSPITAIS
324;4030-02;JARDIM FILADELFIA VIA NOVO GLORIA
386;5031-01;SUZANA/UNIVERSITARIO/PCA DA LIBERDADE
447;5520B;HELIOPOLIS
470;5525A-02;BELMONTE
528;626-03;LANDI VIA NOVA AMERICA/ESTACAO VENDA NOVA
560;7030;GUARANI/CENTRO
605;8401;CACHOEIRINHA/SAO JOSE
625;9106-02;SAGRADA FAMILIA/SERRA DESVIO FEIRA AV. AFONSO PENA
653;9210-01;SANTA TEREZA/PRADO VIA BARRO PRETO
723;SC03B-01;HOSPITAL FELICIO ROCHO/HOSPITAL MILITAR B
754;3501A;JARDIM ALVORADA/SAO MARCOS
786;2000;ESTACAO VENDA NOVA
855;SA01-02;METRO-CENTRAL/PCA.DA LIBERDADE/HOSPITAIS
901;33-03;ESTAÇÃO BARREIRO/ CENTRO- HOSPITAIS
281;319-02;VIA PÇA JOSÉ VERANO
359;4403C;RESIDENCIAL SARANDI
652;9210;SANTA TEREZA/PRADO VIA BARRO PRETO
1053;622-07;NOTURNO
1084;E076-01;SERVIÇO ESPECIAL SERRA VERDE
1105;E037;SERVIÇO ESPECIAL VIAÇÃO ANCHIETA
2238;2214-08;FLORAMAR VIA. AV CRIST. GUIMARAES / PART.AV PARANÁ
2896;505-02;CIRCULAR LAGOA DA PAMPULHA
6;101-01;AGLOMERADO SANTA LUCIA/SÃO PEDRO
59;1404C-01;PALMEIRAS / SAO SALVADOR
138;2212A;JARDIM ATLANTICO
250;308-02;NOTURNO
442;5517A-01;MINAS CAIXA VIA SERRA VERDE A
491;608-02;NOVA PAMPULHA/VENDA NOVA
541;63-01;EST.VENDA NOVA/AV. ANTONIO CARLOS
618;9104;SAGRADA FAMILIA/LUXEMBURGO
676;9410;SAGRADA FAMILIA/CORACAO EUCARISTICO
711;SC01B;CONTORNO B
750;9031;NOSSA SENHORA DE FATIMA/CENTRO
992;5517-01;MINAS CAIXA / VIA SERRA VERDE
75;1509;CALIFORNIA/TUPI
216;30-12;ESTACAO DIAMANTE/CENTRO
417;5506B;RIBEIRO DE ABREU VIA CONJUNTO
474;5534-01;CONJUNTO ZILAH SPOSITO
678;9411;CASA BRANCA/SAO JOSE
952;5201-03;DONA CLARA/BURITIS
1098;E024-01;SERVIÇO ESPECIAL SÃO BERNARDO ÔNIBUS
1131;E055;SERVIÇO ESPECIAL VIAÇÃO METROPOLITANA
1237;1001-06;LINHA BLOQUEIO ESTAÇÃO DIAMANTE ACESSO LOJAS
1310;8106-03;SANTA CRUZ/BH SHOPPING VIA BELVEDERE
1341;S33-02;LINDÉIA/MILIONÁRIOS - PARTIDAS DA RUA BETULA
1397;S32-02;ITAIPÚ/CARDOSO - ATEND. SÁBADO PART. CARDOSO
2214;8207-03;MARIA GORETTI / ESTRELA DALVA
1;0100;BARREIRO
8;102-01;N.S.DE FATIMA/HOSP. EVANGELICO
19;1122A;CARDOSO A
29;1144A-01;INDEPENDENCIA
42;1170;SANTA LUCIA/MANGABEIRAS VIA SAVASSI
52;1207C-01;BAIRRO DAS INDUSTRIAS - 4A SECAO/SANTA MONICA
67;1505;ALTO DOS PINHEIROS/TUPI
79;1510-01;MADRE GERTRUDES/PROVIDENCIA
90;2101-01;GRAJAU/SION
101;2104-02;DESVIO FEIRA AF. PENA
112;2207-03;SERRA VERDE
124;2210B-01;JARDIM LEBLON VIA RIO BRANCO
137;2211B-03;PLANALTO - DESVIO FEIRA AV AFONSO PENA
147;2213-01;XANGRILA VIA GARCAS
178;2215R-01;KATIA/VIADUTO SAO FRANCISCO
202;2256B-02;SAO JOAO BATISTA B
222;301-02;SOLAR/BRASIL INDUSTRIAL
232;304-01;EST. DIAMANTE / JATOBA IV
238;3050-01;ESTACAO DIAMANTE/HOSPITAIS VIA BH SHOPPING
248;308;TIROL
255;31;JATOBA / HOSPITAIS
262;310-03;3 E 4 SECAO
270;316-01;CIRCULAR SAUDE A
280;319-01; CONJ. ESPERANCA/VILA CEMIG
316;402-03;VIA R. SILEX - MANHÃ
328;4033;CAMARGOS VIA EXPRESSA/CENTRO
335;4103-02;APARECIDA/MANGABEIRAS-DESVIO FEIRA AFONSO PENA
356;4403A;ZOOLOGICO VIA SERRANO
366;4405-05;COQUEIROS
373;4801A;JARDIM FILADELFIA/BOA VISTA A
380;503-01;EST.S.GABRIEL/APARECIDA/STA ROSA
391;5101-01;SUZANA/CRUZEIRO
402;5401-01;SAO LUIZ/DOM CABRAL
412;5505A-02;NAZARE
423;5506D-01;RIBEIRO DE ABREU D
434;5508B-01;AARAO REIS VIA PRIMEIRO DE MAIO
461;5522B-01;CASAS POPULARES
478;5537-02;SERRA VERDE
486;601-01;JULIANA/NOVA YORK
534;627-03;MANTIQUEIRA/ESTACAO VENDA NOVA
573;8101;SANTA CRUZ/ALTO SANTA LUCIA
584;8106;SANTA CRUZ/BH SHOPPING VIA BELVEDERE
595;8205-02;VIA ALTO BARROCA
607;8501;MARIA GORETTI/ENGENHO NOGUEIRA VIA OURO PRETO
616;9103;SANTA TERESA/SANTO ANTONIO
626;9201;BALEIA/NOVA GRANADA
636;9204-01;SANTA EFIGENIA/ESTORIL
646;9207-01;SANTA INES/NOVA CINTRA
658;9212-02;CASA BRANCA/ALTO HAVAI
670;9407;ALTO VERA CRUZ/DOM BOSCO
682;9412-02;CONJ.TAQUARIL/PADRE EUSTAQUIO
695;9503-01;TAQUARIL/JARAGUA
707;SA01;METRO-CENTRAL/PCA.DA LIBERDADE/HOSPITAIS
718;SC02B-01;SAVASSI/PRACA 7 VIA SANTA CASA - PCA DA LIBERDADE
729;2004-01;BANDEIRANTES/PILAR VIA OLHOS D´AGUA
738;4111;DOM CABRAL/ANCHIETA
747;8107-02;CONCORDIA/SAO PEDRO - DESVIO FEIRA AV. AFONSO PENA
760;5502B;CAPITAO EDUARDO
768;607-01;EST.VILARINHO/ESPLENDOR 
393;5102;UFMG/SANTO ANTONIO
795;2224C-03;JARDIM DOS COMERCIARIOS C
815;80;ESTACAO SAO GABRIEL/AV.CRISTIANO MACHADO
826;9550-02;CASA BRANCA/SAO FRANCISCO VIA EST. JOSE CANDIDO
849;714-01;EST. S. GABRIEL/CASAS POPULARES
859;4034-04;NOVO DOM BOSCO/SAVASSI VIA PADRE EUSTAQUIO
923;329;ESTAÇÃO BARREIRO/JATOBA/VIA TIROL
933;330;INDEPENDENCIA / ESTAÇÃO BARREIRO
942;334-01;BAIRRO MINEIRÃO / ESTAÇÃO BARREIRO
961;4031;SANTA MARIA / HOSPITAIS VIA AV. AMAZONAS
974;331-02;NOTURNO
989;1010-01;LINHA CARGA A BORDO 01
1008;9412-05;CONJ.TAQUARIL/PADRE EUSTAQUIO
1025;2234A-06;JAQUELINE A
1032;3050-12;ESTACAO DIAMANTE/HOSPITAL VIA BH SHOPPING
26;1129B;MILIONARIOS/CIDADE INDUSTRIAL/NOVA SUICA B
82;201-02;PRINCIPAL
154;2214Z-01;FLORAMAR/ZOOLOGICO
177;2215R;KATIA/VIADUTO SAO FRANCISCO
201;2256B-01;SAO JOAO BATISTA B
307;3503A-01;SANTA TEREZINHA/SAO GABRIEL
341;4107-02;ALTO CAICARA/SERRA
389;504-01;EST.S.GABRIEL/STA ROSA/APARECIDA
420;5506C-01;PAULO VI VIA RIBEIRO DE ABREU
439;5513-02;JULIANA VIA ETELVINA CARNEIRO
468;5525A;BELMONTE
